"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21"
"1",46.3421630859375,1,13.9983129501343,0,0,4.88509798049927,166.758224487305,58.1405372619629,0,0,0,40.0075988769531,52.5806121826172,71.626220703125,47.1986083984375,0,1,1,1,-0.218203142285347,0
"2",44.6976318359375,1,22.8622608184814,1,0,6.86960554122925,25.4791107177734,231.758041381836,1,0,0,18.6004219055176,44.5328941345215,48.157470703125,50.6677856445312,0,1,1,1,3.96161198616028,0
"3",46.739990234375,1,17.0734195709229,1,0,3.79232144355774,54.3916015625,97.1324157714844,0,0,0,15.5258712768555,47.8518257141113,43.134765625,59.8646850585938,1,0,1,1,1.24794864654541,0
"4",71.3585205078125,0,19.2329044342041,1,1,7.35169506072998,27.5213489532471,11.9568843841553,1,0,0,11.1139917373657,53.5524940490723,46.395263671875,37.6697998046875,0,1,1,1,-0.219624564051628,0
"5",57.165771484375,1,22.1202716827393,1,1,5.02360105514526,29.8856449127197,18.2456855773926,0,0,0,6.95502948760986,61.9919548034668,57.50439453125,54.6586303710938,0,0,1,0,-0.115029849112034,1
"6",38.678955078125,1,15.3680038452148,1,0,14.5767955780029,107.772682189941,31.0448226928711,0,0,0,18.4065227508545,66.7412033081055,80.703369140625,64.4998779296875,0,1,1,1,2.41721391677856,0
"7",50.8797607421875,1,14.8039646148682,1,0,5.62996244430542,310.568572998047,847.709045410156,1,1,0,16.7080993652344,60.3077621459961,45.94873046875,51.1798706054688,0,0,1,1,-0.35693821310997,0
"8",52.2926025390625,1,9.72043704986572,1,0,2.90661811828613,438.931091308594,94.295051574707,1,0,1,8.38871669769287,60.302059173584,55.361083984375,55.2600708007812,1,0,0,0,2.66245937347412,0
"9",75.4688720703125,0,5.58971500396729,1,0,3.43794226646423,36.6483345031738,14.4903764724731,0,1,0,33.0066413879395,53.7995529174805,63.331787109375,47.90869140625,0,0,1,0,0.567196547985077,1
"10",49.4810791015625,1,18.4045314788818,1,0,9.99232387542725,28.8422183990479,37.7425422668457,1,1,0,20.6980075836182,45.620964050293,53.990234375,59.2877197265625,0,1,1,1,0.636623501777649,0
"11",45.5750732421875,1,29.3151607513428,1,0,2.52471590042114,19.8362731933594,466.325805664062,0,0,0,28.5785903930664,38.9546585083008,43.6728515625,63.7391357421875,0,0,0,0,-0.60995614528656,0
"12",65.3941650390625,0,15.184232711792,1,0,3.38270807266235,62.4791450500488,49.0283851623535,1,0,0,40.3134117126465,59.4410743713379,51.01416015625,63.1514282226562,1,0,0,1,-0.998347461223602,1
"13",44.81787109375,1,20.9294052124023,1,0,2.5613009929657,312.3681640625,47.5008087158203,0,1,0,13.2068691253662,55.9179077148438,67.0263671875,64.9705200195312,0,1,0,1,-0.93454509973526,1
"14",45.172607421875,1,17.3243255615234,1,0,4.8969898223877,201.41032409668,16.1487503051758,0,1,0,18.1772212982178,60.1052017211914,53.0556640625,49.7496337890625,0,1,1,1,2.79431653022766,1
"15",56.296630859375,1,31.8094577789307,1,0,3.45216631889343,617.182556152344,164.218780517578,0,0,0,13.9748992919922,71.4585037231445,43.934814453125,64.9058227539062,1,1,1,1,-0.88433974981308,0
"16",60.6864013671875,1,25.0409698486328,1,0,7.74423360824585,497.140838623047,866.91552734375,1,1,0,33.2717781066895,50.3516731262207,67.03466796875,45.1846313476562,1,0,1,1,-0.671841323375702,0
"17",60.237548828125,0,15.2671508789062,1,1,3.70198273658752,89.5666275024414,61.3333282470703,0,1,0,27.3868255615234,53.1863441467285,36.738037109375,49.0855712890625,1,1,0,1,-0.699215829372406,1
"18",66.849365234375,0,25.8329925537109,1,0,3.58649015426636,323.50732421875,20.1549873352051,1,1,0,17.9974384307861,38.8981704711914,47.199462890625,75.3685302734375,1,0,0,1,0.612481415271759,0
"19",51.6632080078125,1,12.2577886581421,1,0,4.71557188034058,48.4230499267578,12.3973693847656,1,1,0,3.06584787368774,57.7772407531738,56.79833984375,48.2234497070312,0,1,1,0,-0.847717642784119,0
"20",54.6180419921875,0,11.085862159729,1,0,3.66050267219543,139.033828735352,15.5835418701172,0,1,0,20.1830730438232,65.4332733154297,64.965576171875,61.3344116210938,1,0,0,0,-0.994280576705933,1
"21",59.615966796875,0,25.3805675506592,1,0,1.46919894218445,101.506996154785,384.958404541016,0,0,0,17.8388214111328,59.0181541442871,39.276123046875,62.0758666992188,0,0,0,1,3.8483190536499,0
"22",62.0484619140625,1,11.863109588623,1,0,4.82227849960327,77.4790344238281,15.8623542785645,0,0,0,29.6610260009766,62.9353713989258,60.69775390625,54.2494506835938,0,1,1,0,2.74368667602539,0
"23",51.34716796875,1,24.3263702392578,1,1,3.73846459388733,19.2174053192139,61.4146461486816,0,0,0,18.5448436737061,52.0532341003418,64.988525390625,51.8158569335938,0,0,1,1,2.38421940803528,1
"24",58.35107421875,1,18.1807289123535,1,0,2.12226486206055,217.558029174805,40.1866683959961,0,0,0,8.98558235168457,54.6262321472168,50.112060546875,49.8462524414062,0,0,0,0,-0.914230465888977,0
"25",55.5447998046875,1,21.3220558166504,0,0,1.97936487197876,946.50927734375,93.783088684082,0,1,0,14.2144346237183,66.3628616333008,46.8056640625,57.9835205078125,0,0,1,1,-0.598992466926575,1
"26",37.4068603515625,1,9.72882652282715,0,0,7.8405122756958,54.135570526123,342.617523193359,1,1,0,18.8124198913574,51.2986869812012,60.695556640625,75.5947265625,1,1,0,0,-1.19921362400055,0
"27",53.2723388671875,1,36.1238327026367,1,0,5.78929376602173,162.912246704102,56.1895599365234,0,0,0,27.7274532318115,54.7046890258789,73.918701171875,42.1258544921875,0,1,0,1,-1.15570592880249,0
"28",60.1107177734375,1,30.9742736816406,1,0,8.2393388748169,108.45743560791,26.5701866149902,0,1,0,17.7733402252197,53.4443778991699,44.821044921875,59.716552734375,1,1,1,1,-0.558348178863525,0
"29",42.9671630859375,1,16.3772583007812,0,0,12.467288017273,144.415328979492,106.750900268555,0,0,0,14.1904153823853,62.3569297790527,60.863525390625,42.378173828125,1,1,0,0,0.72571849822998,1
"30",56.9853515625,1,14.6469650268555,0,0,4.60942459106445,365.593048095703,21.5863037109375,0,0,0,24.2279376983643,80.9807891845703,58.671142578125,54.1257934570312,1,0,0,1,0.436322629451752,0
"31",57.9371337890625,0,22.4881973266602,1,0,3.75169491767883,37.23779296875,37.1495895385742,0,0,0,12.7230634689331,38.5139122009277,69.36962890625,56.837158203125,0,0,1,0,0.120056360960007,0
"32",54.683349609375,1,16.9893035888672,1,0,3.34440088272095,31.0914268493652,179.045974731445,0,0,0,10.3518218994141,50.1655349731445,65.493408203125,48.130615234375,1,0,1,1,-1.39029049873352,0
