"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15"
"1",0.984730930770653,0.793157008749143,18.1265201568604,0.54274676393032,62.0482788085938,0.319162344876443,0.151680622190501,0.760448982175611,0.380382627930315,0.00571077580018573,0.175536279548394,179.702865600586,0.48899111265047,0.514617878659376,0.204478308841334
"2",0.99109385582586,0.809918785560406,30.1937656402588,0.532751101026959,54.6876564025879,0.30860149518091,0.144287785334882,0.753398333977346,0.36183892764097,0.00722732014819083,0.168141160660125,123.400398254395,0.507253744658585,0.500768795212184,0.206500630311337
"3",0.989012948934351,0.794948855464084,27.3944644927979,0.551975512207999,74.0648422241211,0.315214011273981,0.157614467050351,0.749984731062721,0.379083041398798,0.00753319645599337,0.174773127500998,160.879013061523,0.512182317685056,0.480002088635842,0.195139734048667
"4",0.988027747099595,0.81129398593148,9.95166683197021,0.536689818997458,54.6465644836426,0.349101492181901,0.149449306806137,0.757049188281811,0.377810336081583,0.006523492264213,0.178391880981328,161.759124755859,0.49766969319216,0.486209583602928,0.19406965055785
"5",0.987911498516156,0.814091607240699,37.1724281311035,0.523570462821611,71.5944900512695,0.330028836412298,0.147255730706309,0.760391454269807,0.380666184199987,0.00719233098794836,0.166661930307699,199.324661254883,0.499465303546833,0.514934393432174,0.203312044909788
"6",0.990390905476864,0.813964478376957,17.9356536865234,0.547503486453395,72.3323822021484,0.318123293578107,0.153263381985157,0.750117431765758,0.370450012801682,0.00624992056867891,0.161179079346242,163.060821533203,0.512475932368947,0.504583304059275,0.199593204940788
"7",0.988244491788087,0.799053528418776,24.6530838012695,0.525758450160186,63.2960510253906,0.330810921444277,0.15508011597009,0.750193886736253,0.381392463336416,0.00559482564788971,0.161180028999827,179.339920043945,0.52165249596169,0.500723582639847,0.203844706410633
"8",0.990494022516256,0.800069297616198,32.2020606994629,0.523797989941686,75.3176040649414,0.334373628009011,0.147297140127747,0.745140455456549,0.376992235023066,0.00595561783410198,0.167933043754309,143.994613647461,0.507271920206953,0.503652128929928,0.202053384122776
"9",0.992316036921257,0.807988180960987,20.9220752716064,0.524701136335087,64.4406814575195,0.328759621191881,0.151620181352046,0.74657610124482,0.370849525905805,0.00556864399888618,0.169647887073912,169.049407958984,0.499771523272281,0.507740282561393,0.201264135962681
"10",0.992159907085032,0.797695599335901,28.4233150482178,0.518628082343801,76.4177474975586,0.316436865888279,0.161397154442532,0.750722077074528,0.3837711204418,0.0067380571397726,0.180544785679495,156.066787719727,0.507333851919851,0.503979400119047,0.205671493989201
"11",0.988991340953609,0.805287988787786,45.2406196594238,0.525761319561464,82.1190643310547,0.339817034581617,0.150006098028792,0.75793846934194,0.378123759180287,0.00343835860943894,0.163657758244188,175.794647216797,0.479949700578013,0.523557325754011,0.205822505542832
"12",0.990665335476181,0.794940421654361,10.652364730835,0.522818183194571,70.9712219238281,0.320354732270933,0.141636637418797,0.754008687720593,0.36487529252862,0.00696966209585603,0.173509239098218,122.989631652832,0.520909436111014,0.479011225551998,0.201820383682654
"13",0.987948075665515,0.809452010089267,44.4103469848633,0.540973427847533,79.2273330688477,0.323801539539893,0.156912419254834,0.758194964252301,0.377446345595563,0.00361707518833462,0.176269564315373,177.003051757812,0.51963464440834,0.496813945688677,0.192431128003641
"14",0.991174780053131,0.794465490800763,3.20979523658752,0.522214997669116,83.76025390625,0.313803283552663,0.16700164862568,0.745307202039377,0.367705784889982,0.00600004009353236,0.182918568888891,122.173484802246,0.494368791623528,0.501352271020427,0.198657635070975
"15",0.989935137498182,0.799697840110383,20.8792381286621,0.539374830676796,62.0112228393555,0.314562424747364,0.142148086238718,0.748843088573401,0.366365585979977,0.00638824393781218,0.176311385588656,143.207168579102,0.507837771434946,0.504734163601256,0.194652071178658
"16",0.991287470478166,0.792654928333808,4.66464424133301,0.539802582074396,55.5530014038086,0.329992205558568,0.15084593507393,0.750916021618753,0.360872218959335,0.00639861324881953,0.159885700551967,156.906982421875,0.500922524290674,0.484512857864982,0.191128341982909
"17",0.985825061860339,0.796154764927465,15.6139831542969,0.530669111074731,81.0090942382812,0.313031577933112,0.153831380942313,0.760131015488588,0.369913318307563,0.00412725385068283,0.183844755281142,197.399322509766,0.502075341658612,0.516272661772904,0.20227216824094
"18",0.988138079543736,0.798843074215461,17.0381488800049,0.534545292338286,72.6850128173828,0.325355475031223,0.152135186442169,0.765234143516032,0.389774046411199,0.00526897903813583,0.17561805793196,156.527084350586,0.515512813546869,0.507867248059073,0.191324653199367
"19",0.991586546024914,0.812701874120892,12.0568170547485,0.538905462103236,47.551830291748,0.327538486448066,0.151245608884865,0.748746268029617,0.359927494747866,0.00517885772501879,0.170717445750917,160.131317138672,0.510337984817768,0.490681446972887,0.191395513282562
"20",0.990928681497333,0.801556607414961,48.2351264953613,0.535297846620217,58.4334335327148,0.318167598482299,0.144784636682485,0.759005940178924,0.379672634846074,0.00695601772933541,0.178454213672516,180.783767700195,0.506521977087032,0.512545985873134,0.180357660189109
"21",0.989265655310336,0.804294970759029,3.81932663917542,0.542018548126687,64.680046081543,0.320439608136691,0.142052975390529,0.75142985827969,0.363080491452583,0.00677609155225223,0.172831076461873,146.971618652344,0.486839560444552,0.509224536840971,0.199204963670127
"22",0.991559226211447,0.809505115977324,12.7341899871826,0.544110367641536,76.5078430175781,0.331143964285728,0.153925399543804,0.748983085059043,0.371668851028646,0.00770596194989737,0.173495453085139,153.989898681641,0.492229899397459,0.501315884622311,0.209360407874011
"23",0.98989930687235,0.805722813016793,14.6530590057373,0.53277448395634,52.4747467041016,0.309082320053272,0.156152350026144,0.762853206597516,0.378460963995164,0.00877927885194718,0.176265627914907,192.552703857422,0.496524035226843,0.527198718181401,0.196718495582126
"24",0.988906796207566,0.803185155035657,30.6194820404053,0.518266971005443,86.4743881225586,0.320487611190083,0.1581782661084,0.741207979969652,0.366227685091133,0.00536333741381769,0.168033402101995,189.095260620117,0.50326183561312,0.5152068025831,0.193393207048065
"25",0.987067910834583,0.806000565026915,22.1356506347656,0.540868853787671,55.4114646911621,0.324752060211306,0.152628476121751,0.747731006145337,0.357360422668267,0.00429114896219371,0.15787997264791,106.818801879883,0.488344879943303,0.514174430807158,0.209122463418122
"26",0.991695722498291,0.814431059462128,16.2904186248779,0.539166158415198,80.9551162719727,0.325710136371873,0.154638033269513,0.740084382551566,0.360487366128389,0.00672642167225557,0.17958831674365,141.981567382812,0.496080226386141,0.511102427625514,0.19495635370227
